series,episode,baker,signature_bake,show_stopper,baker_name,baker_age,baker_occupation,hometown,technical,result
8,4,liam,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,Liam Charles,19,Student,North London,3,IN
8,4,sophie,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN
8,4,stacey,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",1,IN
8,4,steven,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",7,IN
8,4,tom,Stem Ginger Caramel Shortbreads,Hummingbird Cake,Tom Hetherington,29,Architect,Edinburgh,5,OUT
8,4,yan,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,Yan Tsou,46,Laboratory research scientist,North London,8,IN
8,5,james,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,James Hillery,46,Banker,"Brentwood, Essex",7,OUT
8,5,julia,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,IN
8,5,kate,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,Kate Lyon,29,Health and safety inspector,Merseyside,8,IN
8,5,liam,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,Liam Charles,19,Student,North London,2,IN
8,5,sophie,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER
8,5,stacey,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",4,IN
8,5,steven,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",5,IN
8,5,yan,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,Yan Tsou,46,Laboratory research scientist,North London,6,IN
8,6,julia,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",7,OUT
8,6,kate,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,Kate Lyon,29,Health and safety inspector,Merseyside,5,IN
8,6,liam,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,Liam Charles,19,Student,North London,4,STAR BAKER
8,6,sophie,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN
8,6,stacey,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",6,IN
8,6,steven,'Fleetwood Mac' Decorative Pies,Christmas Pie,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,6,yan,'πr2' Decorative Pies,Chequerboard Pie,Yan Tsou,46,Laboratory research scientist,North London,1,IN
8,7,kate,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,Kate Lyon,29,Health and safety inspector,Merseyside,6,IN
8,7,liam,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,Liam Charles,19,Student,North London,2,IN
8,7,sophie,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,IN
8,7,stacey,My All Time Favourite Desserts,Pastry Surprise,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",4,IN
8,7,steven,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,STAR BAKER
8,7,yan,Cannoli Cocktails,Canadian-Style Sfogliatelle,Yan Tsou,46,Laboratory research scientist,North London,5,OUT
8,8,kate,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,Kate Lyon,29,Health and safety inspector,Merseyside,2,IN
8,8,liam,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,Liam Charles,19,Student,North London,5,OUT
8,8,sophie,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN
8,8,stacey,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",3,STAR BAKER
8,8,steven,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,IN
8,9,kate,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,Kate Lyon,29,Health and safety inspector,Merseyside,4,IN
8,9,sophie,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER
8,9,stacey,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",2,OUT
8,9,steven,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,IN
8,10,kate,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",Kate Lyon,29,Health and safety inspector,Merseyside,3,Runner-up
8,10,sophie,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,WINNER
8,10,steven,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",1,Runner-up
10,NA,alice,NA,NA,Alice Fevronia,28,Geography teacher,Essex,NA,NA
10,NA,amelia,NA,NA,Amelia LeBruin,24,Fashion designer,Halifax,NA,NA
9,NA,antony,NA,NA,Antony Amourdoux,30,Banker,London,NA,NA
9,NA,briony,NA,NA,Briony Williams,33,Full-time parent,Bristol,NA,NA
9,NA,dan,NA,NA,Dan Beasley-Harling,36,Full-time parent,London,NA,NA
10,NA,dan,NA,NA,Dan Chambers,32,Support worker,Rotherham,NA,NA
10,NA,david,NA,NA,David Atherton,36,International health adviser,Whitby,NA,NA
10,NA,helena,NA,NA,Helena Garcia,40,Online project manager,Leeds,NA,NA
10,NA,henry,NA,NA,Henry Bird,20,Student,Durham,NA,NA
9,NA,imelda,NA,NA,Imelda McCarron,33,Countryside recreation officer,County Tyrone,NA,NA
10,NA,jamie,NA,NA,Jamie Finn,20,Part-time waiter,Surrey,NA,NA
2,NA,jo,NA,NA,Jo Wheatley,41,Housewife,"Ongar, Essex",NA,NA
9,NA,jon,NA,NA,Jon Jenkins,47,Blood courier,Newport,NA,NA
9,NA,karen,NA,NA,Karen Wright,60,In-store sampling assistant,Wakefield,NA,NA
9,NA,kim-joy,NA,NA,Kim-Joy Hewlett,27,Mental health specialist,Leeds,NA,NA
9,NA,luke,NA,NA,Luke Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA
9,NA,manon,NA,NA,Manon Lagrave,26,Software project manager,London,NA,NA
10,NA,michael,NA,NA,Michael Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,NA,michelle,NA,NA,Michelle Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA
10,NA,phil,NA,NA,Phil Thorne,56,HGV driver,Rainham,NA,NA
10,NA,priya,NA,NA,Priya O'Shea,34,Marketing consultant,Leicester,NA,NA
9,NA,rahul,NA,NA,Rahul Mandal,30,Research scientist,Rotherham,NA,NA
10,NA,rosie,NA,NA,Rosie Brandreth-Poynter,28,Veterinary surgeon,Somerset,NA,NA
9,NA,ruby,NA,NA,Ruby Bhogal,29,Project manager,London,NA,NA
10,NA,steph,NA,NA,Steph Blackwell,28,Shop assistant,Chester,NA,NA
9,NA,terry,NA,NA,Terry Hartill,56,Retired air steward,West Midlands,NA,NA
1,2,lea,NA,NA,NA,NA,NA,NA,NA,NA
1,2,mark,NA,NA,NA,NA,NA,NA,NA,NA
1,3,annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,3,lea,NA,NA,NA,NA,NA,NA,NA,NA
1,3,louise,NA,NA,NA,NA,NA,NA,NA,NA
1,3,mark,NA,NA,NA,NA,NA,NA,NA,NA
1,4,annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,4,jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,4,lea,NA,NA,NA,NA,NA,NA,NA,NA
1,4,louise,NA,NA,NA,NA,NA,NA,NA,NA
1,4,mark,NA,NA,NA,NA,NA,NA,NA,NA
1,5,annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,5,david,NA,NA,NA,NA,NA,NA,NA,NA
1,5,jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,5,lea,NA,NA,NA,NA,NA,NA,NA,NA
1,5,louise,NA,NA,NA,NA,NA,NA,NA,NA
1,5,mark,NA,NA,NA,NA,NA,NA,NA,NA
1,6,annetha,NA,NA,NA,NA,NA,NA,NA,NA
1,6,david,NA,NA,NA,NA,NA,NA,NA,NA
1,6,jasminder,NA,NA,NA,NA,NA,NA,NA,NA
1,6,jonathan,NA,NA,NA,NA,NA,NA,NA,NA
1,6,lea,NA,NA,NA,NA,NA,NA,NA,NA
1,6,louise,NA,NA,NA,NA,NA,NA,NA,NA
1,6,mark,NA,NA,NA,NA,NA,NA,NA,NA
2,1,joanne,NA,NA,NA,NA,NA,NA,11,IN
2,2,joanne,NA,NA,NA,NA,NA,NA,10,IN
2,2,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,3,joanne,NA,NA,NA,NA,NA,NA,1,IN
2,3,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,3,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,4,joanne,NA,NA,NA,NA,NA,NA,8,IN
2,4,ian,NA,NA,NA,NA,NA,NA,NA,NA
2,4,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,4,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,4,urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,5,joanne,NA,NA,NA,NA,NA,NA,6,IN
2,5,ben,NA,NA,NA,NA,NA,NA,NA,NA
2,5,ian,NA,NA,NA,NA,NA,NA,NA,NA
2,5,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,5,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,5,urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,6,joanne,NA,NA,NA,NA,NA,NA,1,STAR BAKER
2,6,ben,NA,NA,NA,NA,NA,NA,NA,NA
2,6,ian,NA,NA,NA,NA,NA,NA,NA,NA
2,6,jason,NA,NA,NA,NA,NA,NA,NA,NA
2,6,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,6,robert,NA,NA,NA,NA,NA,NA,NA,NA
2,6,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,6,urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,7,joanne,NA,NA,NA,NA,NA,NA,3,IN
2,7,ben,NA,NA,NA,NA,NA,NA,NA,NA
2,7,ian,NA,NA,NA,NA,NA,NA,NA,NA
2,7,jason,NA,NA,NA,NA,NA,NA,NA,NA
2,7,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,7,robert,NA,NA,NA,NA,NA,NA,NA,NA
2,7,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,7,urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,7,yasmin,NA,NA,NA,NA,NA,NA,NA,NA
2,8,joanne,NA,NA,NA,NA,NA,NA,1,WINNER
2,8,ben,NA,NA,NA,NA,NA,NA,NA,NA
2,8,ian,NA,NA,NA,NA,NA,NA,NA,NA
2,8,janet,NA,NA,NA,NA,NA,NA,NA,NA
2,8,jason,NA,NA,NA,NA,NA,NA,NA,NA
2,8,keith,NA,NA,NA,NA,NA,NA,NA,NA
2,8,robert,NA,NA,NA,NA,NA,NA,NA,NA
2,8,simon,NA,NA,NA,NA,NA,NA,NA,NA
2,8,urvashi,NA,NA,NA,NA,NA,NA,NA,NA
2,8,yasmin,NA,NA,NA,NA,NA,NA,NA,NA
3,2,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,3,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,3,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,4,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,4,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,4,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,5,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,5,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,5,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,5,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,6,manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,6,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,6,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,6,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,6,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,7,manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,7,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,7,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,7,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,7,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,8,manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,8,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,8,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,8,ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,8,sarah-jane,NA,NA,NA,NA,NA,NA,NA,NA
3,8,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,8,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,9,cathryn,NA,NA,NA,NA,NA,NA,NA,NA
3,9,manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,9,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,9,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,9,ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,9,sarah-jane,NA,NA,NA,NA,NA,NA,NA,NA
3,9,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,9,victoria,NA,NA,NA,NA,NA,NA,NA,NA
3,10,cathryn,NA,NA,NA,NA,NA,NA,NA,NA
3,10,danny,NA,NA,NA,NA,NA,NA,NA,NA
3,10,manisha,NA,NA,NA,NA,NA,NA,NA,NA
3,10,natasha,NA,NA,NA,NA,NA,NA,NA,NA
3,10,peter,NA,NA,NA,NA,NA,NA,NA,NA
3,10,ryan,NA,NA,NA,NA,NA,NA,NA,NA
3,10,sarah-jane,NA,NA,NA,NA,NA,NA,NA,NA
3,10,stuart,NA,NA,NA,NA,NA,NA,NA,NA
3,10,victoria,NA,NA,NA,NA,NA,NA,NA,NA
4,2,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,3,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,3,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,4,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,4,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,4,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,4,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,5,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,5,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,5,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,5,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,5,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,6,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,6,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,6,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,6,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,6,robert,NA,NA,NA,NA,NA,NA,NA,NA
4,6,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,7,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,7,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,7,howard,NA,NA,NA,NA,NA,NA,NA,NA
4,7,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,7,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,7,robert,NA,NA,NA,NA,NA,NA,NA,NA
4,7,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,8,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,8,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,8,glenn,NA,NA,NA,NA,NA,NA,NA,NA
4,8,howard,NA,NA,NA,NA,NA,NA,NA,NA
4,8,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,8,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,8,robert,NA,NA,NA,NA,NA,NA,NA,NA
4,8,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,9,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,9,christine,NA,NA,NA,NA,NA,NA,NA,NA
4,9,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,9,glenn,NA,NA,NA,NA,NA,NA,NA,NA
4,9,howard,NA,NA,NA,NA,NA,NA,NA,NA
4,9,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,9,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,9,robert,NA,NA,NA,NA,NA,NA,NA,NA
4,9,toby,NA,NA,NA,NA,NA,NA,NA,NA
4,10,ali,NA,NA,NA,NA,NA,NA,NA,NA
4,10,beca,NA,NA,NA,NA,NA,NA,NA,NA
4,10,christine,NA,NA,NA,NA,NA,NA,NA,NA
4,10,deborah,NA,NA,NA,NA,NA,NA,NA,NA
4,10,glenn,NA,NA,NA,NA,NA,NA,NA,NA
4,10,howard,NA,NA,NA,NA,NA,NA,NA,NA
4,10,lucy,NA,NA,NA,NA,NA,NA,NA,NA
4,10,mark,NA,NA,NA,NA,NA,NA,NA,NA
4,10,robert,NA,NA,NA,NA,NA,NA,NA,NA
4,10,toby,NA,NA,NA,NA,NA,NA,NA,NA
5,2,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,3,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,3,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,4,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,4,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,4,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,5,diana,NA,NA,NA,NA,NA,NA,NA,WD
5,5,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,5,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,5,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,5,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,6,diana,NA,NA,NA,NA,NA,NA,NA,IN
5,6,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,6,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,6,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,6,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,6,norman,NA,NA,NA,NA,NA,NA,NA,NA
5,7,diana,NA,NA,NA,NA,NA,NA,NA,IN
5,7,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,7,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,7,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,7,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,7,norman,NA,NA,NA,NA,NA,NA,NA,NA
5,8,diana,NA,NA,NA,NA,NA,NA,NA,IN
5,8,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,8,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,8,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,8,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,8,kate,NA,NA,NA,NA,NA,NA,NA,NA
5,8,norman,NA,NA,NA,NA,NA,NA,NA,NA
5,9,diana,NA,NA,NA,NA,NA,NA,NA,IN
5,9,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,9,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,9,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,9,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,9,kate,NA,NA,NA,NA,NA,NA,NA,NA
5,9,martha,NA,NA,NA,NA,NA,NA,NA,NA
5,9,norman,NA,NA,NA,NA,NA,NA,NA,NA
5,10,diana,NA,NA,NA,NA,NA,NA,NA,IN
5,10,chetna,NA,NA,NA,NA,NA,NA,NA,NA
5,10,claire,NA,NA,NA,NA,NA,NA,NA,NA
5,10,enwezor,NA,NA,NA,NA,NA,NA,NA,NA
5,10,iain,NA,NA,NA,NA,NA,NA,NA,NA
5,10,jordan,NA,NA,NA,NA,NA,NA,NA,NA
5,10,kate,NA,NA,NA,NA,NA,NA,NA,NA
5,10,martha,NA,NA,NA,NA,NA,NA,NA,NA
5,10,norman,NA,NA,NA,NA,NA,NA,NA,NA
6,2,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,3,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,3,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,4,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,4,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,4,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,5,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,5,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,5,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,5,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,6,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,6,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,6,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,6,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,6,ugnė,NA,NA,NA,NA,NA,NA,NA,NA
6,7,alvin,NA,NA,NA,NA,NA,NA,NA,NA
6,7,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,7,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,7,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,7,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,7,ugnė,NA,NA,NA,NA,NA,NA,NA,NA
6,8,alvin,NA,NA,NA,NA,NA,NA,NA,NA
6,8,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,8,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,8,mat,NA,NA,NA,NA,NA,NA,NA,NA
6,8,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,8,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,8,ugnė,NA,NA,NA,NA,NA,NA,NA,NA
6,9,alvin,NA,NA,NA,NA,NA,NA,NA,NA
6,9,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,9,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,9,mat,NA,NA,NA,NA,NA,NA,NA,NA
6,9,paul,NA,NA,NA,NA,NA,NA,NA,NA
6,9,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,9,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,9,ugnė,NA,NA,NA,NA,NA,NA,NA,NA
6,10,alvin,NA,NA,NA,NA,NA,NA,NA,NA
6,10,dorret,NA,NA,NA,NA,NA,NA,NA,NA
6,10,flora,NA,NA,NA,NA,NA,NA,NA,NA
6,10,marie,NA,NA,NA,NA,NA,NA,NA,NA
6,10,mat,NA,NA,NA,NA,NA,NA,NA,NA
6,10,paul,NA,NA,NA,NA,NA,NA,NA,NA
6,10,sandy,NA,NA,NA,NA,NA,NA,NA,NA
6,10,stu,NA,NA,NA,NA,NA,NA,NA,NA
6,10,ugnė,NA,NA,NA,NA,NA,NA,NA,NA
7,2,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,3,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,3,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,4,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,4,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,4,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,5,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,5,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,5,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,5,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,6,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,6,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,6,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,6,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,6,val,NA,NA,NA,NA,NA,NA,NA,NA
7,7,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,7,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,7,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,7,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,7,rav,NA,NA,NA,NA,NA,NA,NA,NA
7,7,val,NA,NA,NA,NA,NA,NA,NA,NA
7,8,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,8,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,8,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,8,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,8,rav,NA,NA,NA,NA,NA,NA,NA,NA
7,8,tom,NA,NA,NA,NA,NA,NA,NA,NA
7,8,val,NA,NA,NA,NA,NA,NA,NA,NA
7,9,benjamina,NA,NA,NA,NA,NA,NA,NA,NA
7,9,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,9,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,9,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,9,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,9,rav,NA,NA,NA,NA,NA,NA,NA,NA
7,9,tom,NA,NA,NA,NA,NA,NA,NA,NA
7,9,val,NA,NA,NA,NA,NA,NA,NA,NA
7,10,benjamina,NA,NA,NA,NA,NA,NA,NA,NA
7,10,kate,NA,NA,NA,NA,NA,NA,NA,NA
7,10,lee,NA,NA,NA,NA,NA,NA,NA,NA
7,10,louise,NA,NA,NA,NA,NA,NA,NA,NA
7,10,michael,NA,NA,NA,NA,NA,NA,NA,NA
7,10,rav,NA,NA,NA,NA,NA,NA,NA,NA
7,10,selasi,NA,NA,NA,NA,NA,NA,NA,NA
7,10,tom,NA,NA,NA,NA,NA,NA,NA,NA
7,10,val,NA,NA,NA,NA,NA,NA,NA,NA
8,2,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,3,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,3,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,4,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,4,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,4,peter,NA,NA,NA,NA,NA,NA,NA,NA
